,IdCliente,cantidad_transacciones,val_compra_min,val_compra_max,prom_compras,total,categoria_ropa,categoria_lactenos,categoria_carnes,categoria_papeleria,categoria_tecnologia,UltimaCompra,PrimeraCompra
50,12410,2,68.0,613.0799999999998,340.5399999999999,681.0799999999998,1.4800023492100784,55.33857990250779,33.050449286427444,5.197627297821111,4.933341164033595,308,308
51,12412,3,336.14,514.5,408.96000000000004,1226.88,16.285211267605636,35.03195096504955,1.4549100156494523,23.097613458528954,24.130314293166403,74,169
52,12413,3,84.65,415.3,231.38333333333335,694.1500000000001,13.023121803644743,12.612547720233378,26.54325433984008,34.94201541453576,12.879060721746018,66,337
53,12414,3,153.76,242.8,187.47000000000003,562.4100000000001,12.012588680855602,49.18120232570543,8.72139542326772,8.961433829412707,21.123379740758523,217,310
54,12415,19,61.2,22775.93000000001,6507.272631578949,123638.18000000002,11.74857151730962,32.18408747200904,11.947620063640533,17.562228754904027,26.557492192136767,24,337
55,12417,9,259.39,562.69,397.64444444444445,3578.8,11.235050855035208,38.98401698893483,17.88029507097351,9.53978987370068,22.36084721135576,3,357
56,12418,1,668.5799999999998,668.5799999999998,668.5799999999998,668.5799999999998,16.98824374046487,9.692183433545726,45.44706691794551,4.494600496574832,23.37790541146909,112,112
57,12420,1,600.3900000000001,600.3900000000001,600.3900000000001,600.3900000000001,8.414530555139159,28.856243441762846,20.53665117673512,8.664368160695547,33.52820666566731,63,63
58,12421,4,157.45000000000005,239.35000000000005,201.76000000000002,807.0400000000001,14.269429024583664,48.00753370340999,11.058931403647899,18.021411578112613,8.642694290245837,15,319
59,12422,3,147.7,417.36,267.8533333333333,803.56,4.86584698093484,52.063318233859334,0.0,35.82806511025935,7.242769674946489,95,324
60,12423,8,84.92,347.35,231.13875000000004,1849.1100000000004,22.05817934033129,38.40333998518206,3.7937169773566737,31.272341829312474,4.4724218678174905,0,353
61,12424,2,294.6400000000001,1466.3200000000004,880.4800000000002,1760.9600000000005,1.1312011630019987,20.388878793385416,2.0273032891150278,40.057695802289636,36.394920952207876,162,162
62,12425,1,777.1999999999998,777.1999999999998,777.1999999999998,777.1999999999998,9.693772516726714,56.415337107565634,2.1873391662377775,18.96551724137932,12.738033968090583,78,78
63,12426,1,582.7299999999998,582.7299999999998,582.7299999999998,582.7299999999998,2.1793969763012035,52.808333190328305,13.76280610231154,22.1371818852642,9.112281845794797,194,194
64,12427,3,179.23999999999995,282.5800000000001,236.12333333333336,708.3700000000001,0.0,45.65410731679771,25.72807995821392,20.662930389485716,7.9548823355026315,21,371
65,12428,9,373.72,2462.42,875.2444444444445,7877.200000000001,11.260219367287869,36.25387193418981,16.73119890316356,15.85195247042096,19.902757324937788,25,283
66,12429,4,437.98,1281.5000000000002,937.6,3750.4,5.362627986348123,24.901343856655288,10.964163822525597,19.34673634812287,39.425127986348116,9,365
67,12430,1,256.4,256.4,256.4,256.4,16.146645865834632,46.879875195007806,0.0,9.828393135725433,27.14508580343214,43,43
68,12431,15,89.79999999999998,640.1,427.7593333333334,6416.390000000001,4.732255988180269,31.534866178645615,24.616645808624472,22.67474389804859,16.441488126501035,35,373
69,12432,5,64.6,2862.0600000000004,1011.8640000000001,5059.320000000001,9.41628519247646,34.44731703074721,33.33353098835416,10.709344338764895,12.093522449657268,42,172
70,12433,7,19.8,2843.2900000000013,1910.8385714285719,13375.870000000003,19.085861330889127,32.08942670644975,8.332542107541414,19.098271738585975,21.393898116533723,0,373
71,12434,2,273.05,519.8899999999999,396.4699999999999,792.9399999999998,17.655812545715946,16.054178121926,39.39768456629758,7.067369536156584,19.824955229903914,84,260
72,12435,2,3850.9,3978.989999999999,3914.9449999999997,7829.889999999999,0.0,25.781205099943932,50.66929420464401,15.330994432871984,8.218506262540087,79,267
73,12436,1,509.0100000000001,509.0100000000001,509.0100000000001,509.0100000000001,12.966346437201622,15.716783560244393,19.272705840749683,21.8974086953105,30.146755466493776,99,99
74,12437,18,65.1,736.5499999999997,272.03666666666663,4896.66,20.152512120506632,53.392720752512936,7.401984209644942,13.988106178497183,5.064676738838311,1,331
75,12438,2,890.0699999999997,2016.78,1453.4249999999997,2906.8499999999995,7.54012074926467,38.357328379517355,26.38423035244338,11.816227187505378,15.902093331269246,14,140
76,12441,1,173.55,173.55,173.55,173.55,18.150388936905788,19.01469317199654,0.0,40.79515989628351,22.039757994814174,366,366
77,12442,1,172.06,172.06,172.06,172.06,35.603859118912,43.82192258514472,0.0,20.574218295943282,0.0,3,3
78,12444,5,562.54,1870.2,1001.092,5005.46,1.1267695676321456,48.48245715678478,24.17659915372413,9.871020845237002,16.34315327662193,21,171
79,12445,1,133.4,133.4,133.4,133.4,0.0,77.5112443778111,0.0,22.488755622188904,0.0,22,22
80,12446,1,1002.3099999999997,1002.3099999999997,1002.3099999999997,1002.3099999999997,2.029312288613304,34.01043589308698,13.932815196895177,20.266185112390385,29.76125150901419,57,57
81,12447,1,476.49,476.49,476.49,476.49,1.4271023526202018,45.7596172007807,10.850175239774181,28.458099855191083,13.505005351633823,243,243
82,12448,1,449.45000000000016,449.45000000000016,449.45000000000016,449.45000000000016,8.276782734453219,71.73211703192788,3.6711536322171527,13.015908332406271,3.3040382689954377,44,44
83,12449,4,777.95,1342.71,1016.8225,4067.29,4.9669435914331155,32.994450850566345,21.868369356500274,18.263757932185808,21.90647826931446,22,187
84,12450,2,96.0,101.88,98.94,197.88,10.18799272286234,56.85263796240145,0.0,32.9593693147362,0.0,156,173
85,12451,5,262.5,2817.51,1786.7039999999997,8933.519999999999,19.568770204801694,38.50531481431731,8.292923729951912,21.460297844522657,12.172693406406433,10,324
86,12452,2,80.0,348.57000000000005,214.28500000000003,428.57000000000005,5.562685208950697,46.66682222274074,18.841729472431574,17.682058940196466,11.246704155680519,16,16
87,12453,1,707.0899999999998,707.0899999999998,707.0899999999998,707.0899999999998,13.237353095079838,42.96482767398775,8.867329477152841,15.604802783238348,19.32568697054124,134,134
88,12455,6,15.0,1683.8999999999994,411.1433333333332,2466.859999999999,39.57095254696254,32.53528777474199,4.365874026089848,12.886827789173283,10.64105786303236,73,296
89,12456,3,915.6400000000003,1298.08,1051.2966666666669,3153.8900000000003,12.174806350253178,54.905846430915474,12.402144653110918,11.637691866235029,8.879510699485396,44,254
90,12457,6,40.0,728.8299999999998,319.62999999999994,1917.7799999999997,3.3288489816350157,52.172303392464215,14.660179999791428,12.941526139598913,16.89714148651045,81,239
91,12458,2,441.92,505.48000000000013,473.70000000000005,947.4000000000001,9.056364787840405,63.24678066286681,5.383153894870171,12.001266624445856,10.312434029976778,71,284
92,12461,2,200.0,626.8800000000001,413.44000000000005,826.8800000000001,4.09249226006192,43.31220975232198,30.71787925696594,4.281153250773995,17.59626547987616,94,154
93,12462,2,382.7,741.31,562.005,1124.01,10.099554274428163,56.32156297541836,14.95093460022598,7.600466188023239,11.027481961904252,18,303
94,12463,4,291.98,339.19,320.89500000000004,1283.5800000000002,13.14137023013758,50.135558360211284,3.5759360538493894,22.384268997647204,10.762866358154536,53,241
95,12464,8,34.0,281.9,151.50625000000002,1212.0500000000002,0.0,82.46771997854873,11.220659213728805,6.311620807722453,0.0,10,309
96,12465,2,292.95,440.94,366.945,733.89,27.85703579555519,27.24522748640804,4.4148305604382125,22.115030862935864,18.36787529466269,17,169
97,12468,2,220.58999999999997,503.45,362.02,724.04,12.283851720899403,43.23656151593835,4.613004806364289,28.244295895254417,11.622286061543562,187,316
98,12471,30,29.700000000000006,2238.5099999999993,634.9006666666667,19047.02,11.424044286192801,55.05716904796657,3.8231702387040065,13.420104562288484,16.27551186484815,2,364
99,12472,7,268.08000000000004,1631.3000000000006,909.0257142857143,6363.18,15.973931273357032,49.84190294789711,3.2774493256516393,20.356959884837455,10.549756568256754,32,369
100,12473,4,464.52,1697.98,818.0725,3272.29,21.728819878433754,55.42234948613968,3.9437213694385282,14.483129551476182,4.421979714511855,29,191
101,12474,18,7.800000000000002,776.3200000000003,400.8044444444444,7214.48,17.54471562746033,44.37783457712822,2.60379126423526,24.264257437819502,11.209401093356695,17,329
102,12475,1,723.38,723.38,723.38,723.38,17.042218474384143,36.16356548425447,17.314551134949816,8.557051618789572,20.922613287621996,53,53
103,12476,11,12.45,1651.7099999999996,597.8045454545453,6575.8499999999985,4.65080559927614,49.83903221636747,16.451865538295433,15.252172722917956,13.806123923143021,15,361
104,12477,6,1059.24,4169.58,2187.96,13127.76,1.9380305550985089,18.70029616629188,31.20600925062616,15.179131854939454,32.976532173043985,22,301
105,12478,1,680.9900000000002,680.9900000000002,680.9900000000002,680.9900000000002,5.9560345966901105,34.27363103716647,16.387905842963914,11.127916709496464,32.25451181368301,3,3
106,12479,1,482.3,482.3,482.3,482.3,29.226622434169602,37.77731702260004,9.71387103462575,9.93987144930541,13.342318059299194,11,11
107,12480,4,557.6800000000002,1136.6799999999996,820.4075,3281.63,10.158366421564894,47.332880306433076,5.297672193391699,18.517626911016784,18.693454167593544,28,336
108,12481,10,134.82,1307.7599999999995,559.086,5590.86,13.571436237001105,52.8991961880641,7.88161391986206,11.81803872749452,13.829714927578227,22,365
109,12483,8,8.5,507.56,291.95375,2335.63,7.99356062390019,35.15282814486883,3.0569910473833612,32.930729610426305,20.865890573421304,17,339
110,12484,6,140.0,1246.4899999999996,749.2116666666666,4495.2699999999995,11.569494157191892,40.27655735917976,12.88576659466506,14.32839406754211,20.939787821421184,32,336
111,12488,3,214.06,553.39,432.8866666666667,1298.66,4.446121386660096,38.40882140052053,11.134554078819706,30.413657154297507,15.596845979702154,9,75
112,12489,1,334.92999999999995,334.92999999999995,334.92999999999995,334.92999999999995,3.0095840921983705,38.94843698683307,12.763861105305589,25.975576986235932,19.30254082942705,336,336
113,12490,10,331.50000000000006,1035.8200000000004,541.7930000000001,5417.930000000001,12.14006087195663,35.84210205742783,2.6006242236426087,38.73693458571816,10.68027826125476,5,329
114,12491,1,460.40000000000015,460.40000000000015,460.40000000000015,460.40000000000015,21.350999131190264,24.97827975673327,15.139009556907029,17.65855777584709,20.87315377932232,38,38
115,12492,2,126.39,136.82,131.605,263.21,24.034041259830556,33.96527487557464,0.0,17.66650203259755,24.33418183199727,63,105
116,12493,2,201.24,215.55,208.395,416.79,7.1690779529259325,58.1587849996401,3.047098058974543,24.499148252117372,7.125890736342044,165,197
117,12494,7,4.949999999999998,403.09,163.47142857142856,1144.3,15.922397972559645,35.31853534912173,4.369483527047103,33.31731189373417,11.072271257537361,15,365
118,12497,1,1043.1,1043.1,1043.1,1043.1,33.160770779407535,49.81305723324706,0.0,17.02617198734542,0.0,81,81
119,12498,3,30.450000000000006,247.25,134.56666666666666,403.7,8.843200396333913,33.812236809512015,8.843200396333913,25.71216249690365,22.789199900916522,21,57
120,12500,11,3.0,1075.0,382.38818181818186,4206.27,0.21967206099465794,82.86034895525013,3.877544713011765,1.7735428301083858,11.268891440635052,23,333
121,12501,1,2089.6799999999994,2089.6799999999994,2089.6799999999994,2089.6799999999994,24.702346770797444,32.11640059722063,12.07361892729988,16.03355537689982,15.074078327782251,336,336
122,12502,5,522.6,1092.35,744.7740000000001,3723.8700000000003,3.6413730876749186,48.07498650597362,24.6638577608778,9.552427984865206,14.067354660608453,95,309
123,12504,2,32.65,114.0,73.325,146.65,0.0,86.43027616774633,13.569723832253663,0.0,0.0,18,30
124,12506,1,73.50000000000003,73.50000000000003,73.50000000000003,73.50000000000003,3.4693877551020393,10.272108843537413,37.823129251700664,22.380952380952383,26.05442176870747,232,232
125,12507,3,46.75,811.9,421.18666666666667,1263.56,24.711133622463517,55.76466491500205,0.0,9.61568900566653,9.908512456867898,134,298
126,12508,2,123.08,275.19,199.135,398.27,21.058578351369675,29.83403218921837,0.0,18.751098501016898,30.35629095839506,26,29
127,12509,1,176.5,176.5,176.5,176.5,14.44759206798867,10.198300283286118,19.263456090651555,0.0,56.09065155807366,284,284
128,12510,2,301.52,681.0500000000002,491.2850000000001,982.5700000000002,4.671422901167346,40.841873861404274,23.102679707298204,5.404195120958303,25.97982840917186,142,325
129,12512,2,15.7,122.33000000000006,69.01500000000003,138.03000000000006,29.290733898427874,16.55437223791929,10.070274577990288,12.533507208577834,31.551112077084674,66,66
130,12513,1,586.7900000000002,586.7900000000002,586.7900000000002,586.7900000000002,25.65483392695852,58.20651340343219,0.0,12.304231496787605,3.8344211728216213,112,112
131,12514,1,1017.6800000000003,1017.6800000000003,1017.6800000000003,1017.6800000000003,10.022796949925318,37.455781778162084,32.99661976259726,11.054555459476454,8.470246049838847,267,267
132,12515,1,383.7,383.7,383.7,383.7,9.22595777951525,57.271305707584055,18.921032056293978,4.612978889757625,9.968725566849102,353,353
133,12516,2,583.2,728.86,656.03,1312.06,27.427099370455622,10.746459765559502,0.0,61.826440863984885,0.0,77,180
134,12517,5,54.0,771.7500000000001,492.97799999999995,2464.89,11.003736475055682,40.14296784034988,8.318829643513505,27.19918535918439,13.335280681896558,28,190
135,12518,5,324.83,524.9000000000002,411.37800000000004,2056.8900000000003,16.200185717272188,37.78714466986566,5.13639523747016,27.31210711316599,13.564167262225983,0,110
136,12519,1,340.84,340.84,340.84,340.84,11.442318976645934,49.642060790986974,9.97535500528107,28.940265227086027,0.0,63,63
137,12520,5,246.54,935.6700000000003,516.5020000000002,2582.5100000000007,13.441961502569205,48.53805019148037,8.644690630433182,14.829371425473663,15.039631985936158,79,273
138,12521,1,599.6800000000002,599.6800000000002,599.6800000000002,599.6800000000002,6.226654215581642,44.23192369263606,5.286152614727854,33.07430629669156,11.180963180362859,142,142
139,12522,2,89.4,103.32,96.36,192.72,2.0755500207555,56.54836031548359,0.0,18.181818181818183,23.194271481942717,39,51
140,12523,11,102.95,243.22000000000008,158.68818181818185,1745.5700000000002,10.623463968789563,30.874155719908103,14.390714780845226,19.24013359532989,24.871531935127212,19,331
141,12524,8,289.1,1094.33,560.715,4485.72,15.402655538018422,48.04512987881544,4.478656715086986,28.014008899351722,4.059548968727428,9,333
142,12526,3,277.08000000000004,520.3,438.8866666666666,1316.6599999999999,6.650160253975969,46.92023757082315,4.750656965351724,28.896602008111437,12.782343201737733,0,94
143,12527,3,63.790000000000006,152.4,116.23666666666668,348.71000000000004,21.65696423962605,20.99165495684093,9.750222247713,43.34260560351008,4.258552952309942,81,325
144,12528,6,229.0,493.53,320.38000000000005,1922.2800000000002,6.196807957217471,52.768587302578176,21.58114322575275,7.366252575067109,12.08720893938448,9,312
145,12530,4,378.00000000000006,440.63,405.9075,1623.63,13.494453785653135,28.91668668354243,5.170512986333092,38.55435043698379,13.86399610748754,59,336
146,12531,1,125.22,125.22,125.22,125.22,0.6788053026673055,47.91566842357451,0.0,31.520523877974778,19.88500239578342,14,14
147,12532,1,349.83,349.83,349.83,349.83,5.591287196638367,20.23840150930452,4.716576622931138,43.083783552010985,26.369951119114997,30,30
148,12534,1,1089.18,1089.18,1089.18,1089.18,11.963128224903135,60.77324225564187,12.702216346242128,6.408490791237444,8.152922381975431,130,130
149,12535,2,344.9000000000001,371.45000000000016,358.1750000000001,716.3500000000003,5.69553988971871,9.576324422419203,27.626160396454242,8.543309834578066,48.55866545682975,91,186
150,12536,2,4151.260000000002,4161.06,4156.160000000002,8312.320000000003,6.450425392670153,69.1516929088389,4.4476151062519245,10.264041807822604,9.68622478441638,43,59
151,12538,1,363.95,363.95,363.95,363.95,6.9240280258277265,41.51669185327655,17.969501305124332,3.462014012913862,30.127764802857538,29,29
152,12539,4,1050.66,1715.8500000000006,1392.0874999999999,5568.349999999999,4.993220612928425,45.07852415886214,11.520468361363779,19.229753876821675,19.178032990023983,22,333
153,12540,17,277.48,1380.1099999999994,783.6347058823528,13321.789999999997,9.883656775853696,55.87056994593069,7.195729702990366,14.500904157774597,12.549139417450661,19,361
154,12541,3,223.74,445.0399999999999,327.05999999999995,981.1799999999998,26.61693063454209,52.053649687111445,5.320124747752708,9.955359872806216,6.053935057787563,29,280
155,12544,1,355.7,355.7,355.7,355.7,0.0,44.3407365757661,8.940118077031206,28.89513635085747,17.82400899634524,36,36
156,12545,2,372.24,628.15,500.195,1000.39,7.820949829566469,69.69281980027789,11.765411489519089,1.769309969112047,8.951508911524506,75,259
157,12546,2,401.3,740.2,570.75,1141.5,12.212001752080596,33.11432325886991,1.445466491458607,32.010512483574246,21.217696014016642,46,77
158,12547,2,48.4,159.4,103.9,207.8,29.451395572666023,55.822906641000955,0.0,14.725697786333011,0.0,197,280
159,12548,1,95.2,95.2,95.2,95.2,0.0,100.0,0.0,0.0,0.0,166,166
160,12550,1,964.8299999999994,964.8299999999994,964.8299999999994,964.8299999999994,11.637283251971859,46.17393737756913,16.87862110423599,12.152399904646423,13.15775836157666,79,79
161,12551,1,168.0,168.0,168.0,168.0,0.0,53.57142857142857,0.0,46.42857142857143,0.0,357,357
162,12552,2,120.0,317.81999999999994,218.90999999999997,437.81999999999994,2.3982458544607375,49.12292723036865,28.539125668082775,0.0,19.939701247087847,38,39
163,12553,10,6.3,664.0100000000001,365.225,3652.2500000000005,9.617085358340747,37.265521254021486,4.241221165035252,34.093504004380854,14.782668218221644,8,329
164,12556,2,290.8099999999999,312.8999999999998,301.85499999999985,603.7099999999997,12.55072799854235,36.47777906610792,17.03632538801744,19.979791621805187,13.955375925527164,50,151
165,12557,5,620.0,4146.34,2398.192,11990.96,0.6805126528651584,21.284701141526615,0.0,0.0,78.03478620560821,16,371
166,12559,2,75.60000000000002,460.61,268.105,536.21,9.018854553253389,22.230096417448387,3.1703996568508606,31.219111915107888,34.36153745733947,310,319
167,12560,3,144.0,1268.61,703.4366666666666,2110.31,12.597201359042037,35.43792144282119,5.406788576085978,15.695324383621367,30.862764238429424,5,143
168,12561,1,238.85,238.85,238.85,238.85,26.125183169353157,9.796943688507431,18.965878166213106,12.685786058195522,32.4262089177308,302,302
169,12562,7,388.64,654.3699999999999,540.2485714285714,3781.74,6.016278221136303,42.60472692464315,5.882212949594631,36.1637764626865,9.333005441939427,8,198
170,12564,1,456.90000000000015,456.90000000000015,456.90000000000015,456.90000000000015,0.0,54.99015101772815,20.38739330269205,11.621799080761653,13.00065659881812,261,261
171,12565,1,131.17000000000002,131.17000000000002,131.17000000000002,131.17000000000002,3.842341998932682,58.54997331706944,0.0,15.74292902340474,21.864755660593126,288,288
172,12566,1,346.7000000000001,346.7000000000001,346.7000000000001,346.7000000000001,23.27660801845975,42.19786558984712,16.383040092298813,0.0,18.142486299394285,86,86
173,12567,9,286.34,1650.0999999999995,1012.7711111111109,9114.939999999999,7.870375449536696,42.03088555711831,16.24091875536208,17.21152305994335,16.646297178039575,22,369
174,12569,32,49.75,324.98,127.03093750000001,4064.9900000000002,8.156477629711265,47.54673443231102,15.00003690045978,12.370510136556302,16.926240900961627,2,252
175,12571,2,248.35,271.26,259.805,519.61,37.13554396566655,47.36244491060603,0.0,9.757317988491373,5.744693135236043,39,121
176,12572,2,487.68000000000006,517.0400000000002,502.3600000000001,1004.7200000000003,8.424237598534914,37.14467712397483,16.726053029699813,15.012142686519628,22.69288956127079,8,51
177,12573,1,160.54,160.54,160.54,160.54,14.096175407998008,15.516382210041114,6.197832315933724,58.02292263610316,6.166687429924007,227,227
178,12574,1,218.45,218.45,218.45,218.45,0.0,23.346303501945524,9.109636072327763,44.815747310597395,22.72831311512933,315,315
179,12576,5,154.8,379.27999999999986,261.396,1306.98,19.61315398858437,52.44074125082251,0.7612970359148571,11.714027758649713,15.470779966028553,35,304
180,12577,3,134.02,327.8900000000001,219.26666666666668,657.8000000000001,14.794770446944359,60.26299787169352,6.719367588932807,11.23745819397993,6.985405898449376,35,359
181,12578,2,1185.85,1586.4099999999994,1386.1299999999997,2772.2599999999993,7.173569578610954,42.71641188055955,7.4776536111331575,21.737860085273393,20.89450484442297,21,330
182,12579,1,410.72,410.72,410.72,410.72,18.090183093104788,47.79898714452668,7.742500973899494,16.872808726139464,9.495520062329566,78,78
183,12580,1,415.7,415.7,415.7,415.7,17.993745489535723,55.352417608852534,4.76305027664181,13.519364926629782,8.37142169834015,246,246
184,12581,1,197.71,197.71,197.71,197.71,28.961610439532652,57.0532598249962,5.032623539527591,8.952506195943556,0.0,39,39
185,12582,2,205.16,306.19999999999993,255.67999999999995,511.3599999999999,19.87640801001252,47.043178973717154,0.0,19.13720275344181,13.943210262828536,238,288
